"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Combinations wholesale price"
"SKU: 00-04-526","238","Corrine Hunt Sea to Sky Candle Holder","","Corrine Hunt Sea to Sky Candle Holder","0","50.95","22.00","0.00"
"SKU: 00-04-525","239","Corrine Hunt Sea to Sky Candle Holder","","Corrine Hunt Sea to Sky Candle Holder","0","48.45","21.00","0.00"
"SKU: 00-04-703","449","Moon Mask Cribbage Board","","Moon Mask Cribbage Board","0","196.00","85.00","0.00"
"SKU: 00-04-702","451","Cribbage Board","","Cribbage Board","1","180.00","72.00","0.00"
"SKU: 00-04-495","452","Keith Tait Frog Box","","Keith Tait Frog Box","1","81.00","35.00","0.00"
"SKU: 90-90-252","454","John Robson CMH Clamshell Box Watch","11706","Size - M","0","345.00","450.00","150.00"
"SKU: 90-90-252","454","John Robson CMH Clamshell Box Watch","11707","Size - L","0","1050.00","450.00","450.00"
"SKU: 90-90-250","455","CMH Dogfish Box","","CMH Dogfish Box","0","62.00","27.00","0.00"
"SKU: 90-90-251","456","CMH Sea Monster Box","","CMH Sea Monster Box","0","76.00","33.00","0.00"
"SKU: 90-90-003","466","Haida Gwaii Bear/Dogfish Totem","","Haida Gwaii Bear/Dogfish Totem","0","50.95","22.00","0.00"
"SKU: 90-90-001","467","Haida Gwaii Bear/Halibut Totem","","Haida Gwaii Bear/Halibut Totem","0","38.50","16.75","0.00"
"SKU: 90-90-009","468","Haida Gwaii Bear Mother Totem","","Haida Gwaii Bear Mother Totem","0","230.00","100.00","0.00"
"SKU: 90-90-004","469","Haida Gwaii Bear/Raven Totem","","Haida Gwaii Bear/Raven Totem","0","76.00","33.00","0.00"
"SKU: 90-90-002","471","Haida Gwaii Bear/Salmon Totem","","Haida Gwaii Bear/Salmon Totem","0","50.95","22.00","0.00"
"SKU: 90-90-008","472","Haida Gwaii Beaver/Bear/Killer Whale Totem","","Haida Gwaii Beaver/Bear/Killer Whale Totem","0","104.00","45.00","0.00"
"SKU: 90-90-010","473","Haida Gwaii Eagle Totem","","Haida Gwaii Eagle Totem","0","299.00","130.00","0.00"
"SKU: 90-90-006","474","Haida Gwaii Raven Totem","","Haida Gwaii Raven Totem","0","82.95","36.00","0.00"
"SKU: 90-90-005","475","Haida Gwaii Raven/Beaver Totem","","Haida Gwaii Raven/Beaver Totem","0","76.00","33.00","0.00"
"SKU: 90-90-007","476","Haida Gwaii Shaman/Raven/Beaver Totem","","Haida Gwaii Shaman/Raven/Beaver Totem","0","104.00","45.00","0.00"
"A16058-UAC1801NC04A","835","Pablo Pillow ""Silent Seekers""","","Pablo Pillow ""Silent Seekers""","3","59.00","21.00","0.00"
"W13023-UAC1801NC09A","837","Pablo Pillow ""Water and Spirit Buffalo""","","Pablo Pillow ""Water and Spirit Buffalo""","2","59.00","21.00","0.00"
"A07020-UAC1801NC0AB","838","Pablo Pillow ""Journey to the Spirit World""","","Pablo Pillow ""Journey to the Spirit World""","3","59.00","21.00","0.00"
"W12018-UAC1801NC0DB","868","Pablo Pillow ""Early Evening Flowing into Fall""","","Pablo Pillow ""Early Evening Flowing into Fall""","2","59.00","21.00","0.00"
"A13041-UAC1801NC0EB","869","Pablo Pillow ""Lapinx""","","Pablo Pillow ""Lapinx""","3","59.00","21.00","0.00"
"A17065-UAC0301NC0CC","870","Pablo Pillow ""Forest Temple""","","Pablo Pillow ""Forest Temple""","2","59.00","21.00","0.00"
"A17063-UAC1801NC02A","933","Pablo Pillow ""Depth""","","Pablo Pillow ""Depth""","3","59.00","23.00","0.00"
"A01028-UAC1801NC08B","948","Pablo Pillow ""Giving Thanks""","","Pablo Pillow ""Giving Thanks""","1","59.00","21.00","0.00"
"SKU: 00-01-026","1165","Bookend Bear Frog","","Bookend Bear Frog","0","76.00","33.00","0.00"
"SKU: 00-04-701","1167","Cribbage Board","","Cribbage Board","0","125.00","54.00","0.00"
"A10004-UAC1801NC01C","3333","Pablo Pillow ""Merging Earth and Sky""","","Pablo Pillow ""Merging Earth and Sky""","1","59.00","21.00","0.00"
"A14051-UAC1801NC0TA","4862","Pablo Pillow ""Gezaluwejit""","","Pablo Pillow ""Gezaluwejit""","2","59.00","21.00","0.00"
"A18066-UAC1201NC0UA","4863","Arthur & Bastien Pillow ""Under the Same Sky""","","Arthur & Bastien Pillow ""Under the Same Sky""","6","59.00","21.00","0.00"
"A14051-UAC1201NC0TA","5183","Arthur Pillow ""Gezaluwejit""","","Arthur Pillow ""Gezaluwejit""","3","59.00","21.00","0.00"
"A01031-UAC2001NCOXA","7147","Pablo Pillow ""Honoring the Giver of life ""","","Pablo Pillow ""Honoring the Giver of life ""","2","59.00","21.00","0.00"
"A20055-UAC2001NCOYA","7148","Pablo Pillow ""Refuge""","","Pablo Pillow ""Refuge""","1","59.00","21.00","0.00"
"W12005-UAC2001NCOWA","7149","Pablo Pillow ""Earth Keeper""","","Pablo Pillow ""Earth Keeper""","1","59.00","21.00","0.00"
"A18066-UAC2001NCOUA","7151","Pablo Pillow ""Under The Same Sky""","","Pablo Pillow ""Under The Same Sky""","3","59.00","21.00","0.00"
"CAP-MAG","7291","Art Magnet","","Art Magnet","82","6.50","2.75","0.00"
"SKU: 00-04-708","8464","Cribbage Board","","Cribbage Board","0","106.00","46.00","0.00"
"A07020-UAC1201NC0AA","9013","Arthur Pillow ""Journey to the Spirit World""","","Arthur Pillow ""Journey to the Spirit World""","1","59.00","21.00","0.00"
"SKU: 00-06-197","9332","Letter Opener","","Letter Opener","1","74.00","24.00","0.00"
"SKU: 00-03-605","9334","Beaver","8546","Size - M","1","20.00","0.00","8.50"
"SKU: 00-03-605","9334","Beaver","8547","Size - L","1","30.00","0.00","10.00"
"SKU: 00-03-640","9338","Raccoon","8550","Size - M","0","21.00","0.00","8.50"
"SKU: 00-03-640","9338","Raccoon","8551","Size - L","1","32.00","0.00","14.00"
"SKU: 00-03-642","9339","Otter","8552","Size - L","1","32.00","0.00","32.00"
"SKU: 00-03-642","9339","Otter","8553","Size - M","0","19.95","0.00","8.50"
"SKU: 00-03-643","9340","Frog","8554","Size - L","0","32.00","0.00","13.50"
"SKU: 00-03-643","9340","Frog","11705","Size - M","0","20.00","0.00","8.50"
"SKU: 00-03-644","9341","Bear","8556","Size - L","2","36.00","0.00","15.50"
"SKU: 00-03-644","9341","Bear","11704","Size - M","0","0.00","0.00","9.50"
"SKU: 00-03-631","9342","Owl","","Owl","2","61.00","26.50","0.00"
"SKU: 00-03-632","9343","Seal","","Seal","2","61.00","26.50","0.00"
"SKU: 00-04-802","9344","Orca","","Orca","0","29.00","12.75","0.00"
"SKU: 00-03-634","9345","Polar Bear","","Polar Bear","1","69.00","30.00","0.00"
"SKU: 00-03-638","9346","Orca","8562","Size - L","0","72.00","0.00","31.00"
"SKU: 00-03-638","9346","Orca","8563","Size - M","1","36.00","0.00","15.50"
"SKU: 00-03-628","9347","Loon","8566","Size - S","2","23.00","0.00","10.00"
"SKU: 00-03-628","9347","Loon","8567","Size - M","3","36.00","0.00","15.00"
"SKU: 00-03-628","9347","Loon","8568","Size - L","2","72.00","0.00","31.00"
"SKU: 00-04-287","9348","Inuksuk","8569","Size - M","2","53.00","0.00","23.00"
"SKU: 00-04-287","9348","Inuksuk","8570","Size - L","2","57.00","0.00","24.00"
"SKU: 00-04-287","9348","Inuksuk","8571","Size - S","1","47.00","0.00","20.00"
"SKU: 00-03-815","9349","Inuit Ice Fishing","","Inuit Ice Fishing","0","177.00","77.00","0.00"
"SKU: 00-03-816","9350","Inuit Mother and Child","","Inuit Mother and Child","0","212.00","92.00","0.00"
"SKU: 00-03-814","9351","The Archer","","The Archer","0","178.00","77.00","0.00"
"SKU: 00-03-813","9352","Inuit Girl and Husky","","Inuit Girl and Husky","0","126.95","55.00","0.00"
"A16059-UAC1801NC0IC","11096","Pablo Pillow ""Wisdom Keepers""","","Pablo Pillow ""Wisdom Keepers""","4","59.00","21.00","0.00"
"Tortueonyx","11955","Onyx Turtle Sculpture","","Onyx Turtle Sculpture","1","28.00","14.00","0.00"
"A16059-UAC6201NC0IA","12436","Arthur Pillow ""Wisdom Keepers""","","Arthur Pillow ""Wisdom Keepers""","4","59.00","21.00","0.00"
"A08007-UAC6101NC1AA","12440","Gustave Pillow ""A Moose and a Goose""","","Gustave Pillow ""A Moose and a Goose""","5","59.00","23.00","0.00"
"BIRC600OS-01","13068","""Birch Bark"" Blanket","","""Birch Bark"" Blanket","2","189.00","105.00","0.00"
"MIEL600OS-01","13077","""Miel"" Blanket","","""Miel"" Blanket","1","189.00","105.00","0.00"
"ECLA600OS-07","13078","""Éclair"" Blanket","","""Éclair"" Blanket","0","189.00","105.00","0.00"
"HARV600OS-01","13079","""Harvesters"" Blanket","","""Harvesters"" Blanket","2","189.00","105.00","0.00"
"STOR600OS-01","13080","""Storm"" Blanket","","""Storm"" Blanket","2","189.00","105.00","0.00"
"THUN600OS-01","13082","""Thunderbird"" Blanket","","""Thunderbird"" Blanket","2","189.00","105.00","0.00"
"FLEU600OS-01","13083","""FLeurs"" Blanket","","""FLeurs"" Blanket","0","189.00","105.00","0.00"
"SAND600OS-01","13084","""Sand"" Blanket","","""Sand"" Blanket","2","189.00","105.00","0.00"
"MM2","13870","Ornemental Headdress","","Ornemental Headdress","0","28.95","0.00","0.00"
"A08013-UAC6101NC0FA","13873","Gustave Pillow ""New Day""","","Gustave Pillow ""New Day""","2","59.00","23.00","0.00"
